file,riga,descrizione
template_builder.py,376,Assegna valore alla variabile 'delta'
template_builder.py,377,Verifica una condizione con 'elif'
template_builder.py,378,Assegna valore alla variabile 'delta'
template_builder.py,379,Verifica una condizione con 'elif'
template_builder.py,380,Assegna valore alla variabile 'delta'
template_builder.py,381,Gestisce il ramo 'else'
template_builder.py,382,Valuta l'espressione 'return'
template_builder.py,383,Chiama il metodo 'yview_scroll' su 'canvas'
template_builder.py,385,Definisce la funzione '_make_scrollable'
template_builder.py,386,Assegna valore alla variabile 'wrapper'
template_builder.py,387,Assegna valore alla variabile 'canvas'
template_builder.py,388,Assegna valore alla variabile 'vsb'
template_builder.py,389,Chiama il metodo 'configure' su 'canvas'
template_builder.py,390,Chiama il metodo 'pack' su 'vsb'
template_builder.py,391,Assegna valore alla variabile 'inner'
template_builder.py,392,Chiama il metodo 'create_window' su 'canvas'
template_builder.py,393,Chiama il metodo 'bind' su 'inner'
template_builder.py,394,Restituisce il valore di 'inner'
template_builder.py,396,Definisce la funzione '_load_templates'
template_builder.py,397,Assegna valore alla variabile 'files'
template_builder.py,398,Assegna valore alla variabile 'menu'
template_builder.py,399,Itera con il ciclo 'for'
template_builder.py,400,Chiama il metodo 'add_command' su 'menu'
template_builder.py,401,Verifica il flag 'files'
template_builder.py,402,"Valuta l'espressione 'self.template_var.trace_add('write', lambda *_: self.reload_template())'"
template_builder.py,403,Valuta l'espressione 'self.template_var.set(files[0])'
template_builder.py,405,Definisce la funzione 'reload_template'
template_builder.py,407,Itera con il ciclo 'for'
template_builder.py,408,Valuta l'espressione 'self.nb.forget(tid)'
template_builder.py,409,Valuta l'espressione 'self.fields.clear()'
template_builder.py,410,Valuta l'espressione 'self.img_desc = self.img_rec = self.img_other = None'
template_builder.py,411,Valuta l'espressione 'self.preview_engine = None'
template_builder.py,414,Assegna valore alla variabile 'tpl_path'
template_builder.py,415,Verifica il flag 'not'
template_builder.py,416,Chiama la funzione 'show_error'
template_builder.py,417,Valuta l'espressione 'return'
template_builder.py,418,Valuta l'espressione 'self.template_src = tpl_path.read_text(encoding='utf-8')'
template_builder.py,419,Assegna valore alla variabile 'placeholders'
template_builder.py,422,Assegna valore alla variabile 'img_grps'
template_builder.py,423,Genera una lista con gli elementi di 'placeholders' tramite comprehension
template_builder.py,424,Verifica il flag 'f'
template_builder.py,425,Valuta l'espressione '}'
template_builder.py,426,Assegna valore alla variabile 'desc_groups'
template_builder.py,427,Assegna valore alla variabile 'rec_groups'
template_builder.py,428,Assegna valore alla variabile 'other_groups'
template_builder.py,431,Assegna valore alla variabile 'prod'
template_builder.py,432,Assegna valore alla variabile 'rec'
template_builder.py,433,Assegna valore alla variabile 'oth'
template_builder.py,434,Assegna valore alla variabile 'img_tab'
template_builder.py,437,Assegna valore alla variabile 'img_keys'
template_builder.py,438,Itera con il ciclo 'for'
template_builder.py,439,Verifica il flag 'key'
template_builder.py,440,Valuta l'espressione 'continue'
template_builder.py,441,Verifica il flag 'key'
template_builder.py,442,Assegna valori alle variabili 'parent' e altre
template_builder.py,443,Verifica una condizione con 'elif'
template_builder.py,444,Assegna valori alle variabili 'parent' e altre
template_builder.py,445,Gestisce il ramo 'else'
template_builder.py,446,Assegna valori alle variabili 'parent' e altre
template_builder.py,447,Chiama il metodo 'Label' su 'ttk'
template_builder.py,448,Assegna valore alla variabile 'fld'
template_builder.py,449,"Valuta l'espressione 'parent,'"
template_builder.py,450,Assegna valore alla variabile 'placeholder'
template_builder.py,451,Assegna valore alla variabile 'mode'
template_builder.py,452,Assegna valore alla variabile 'on_change'
template_builder.py,453,Valuta l'espressione ')'
template_builder.py,454,Chiama il metodo 'pack' su 'fld'
template_builder.py,455,Valuta l'espressione 'self.fields[key] = fld'
template_builder.py,458,Assegna valore alla variabile 'lf_h'
template_builder.py,459,Chiama il metodo 'pack' su 'lf_h'
template_builder.py,461,Assegna valore alla variabile 'e_hero_src'
template_builder.py,462,Chiama il metodo 'pack' su 'e_hero_src'
template_builder.py,464,Assegna valore alla variabile 'e_hero_alt'
template_builder.py,465,Chiama il metodo 'pack' su 'e_hero_alt'
template_builder.py,468,Itera con il ciclo 'for'
template_builder.py,469,Valuta l'espressione 'w.render_html = w.get'
template_builder.py,473,Valuta l'espressione 'self.fields['HERO_IMAGE_SRC'] = e_hero_src'
template_builder.py,474,Valuta l'espressione 'self.fields['HERO_IMAGE_ALT'] = e_hero_alt'
template_builder.py,478,Assegna valore alla variabile 'lf_d'
template_builder.py,479,Chiama il metodo 'pack' su 'lf_d'
template_builder.py,480,"Valuta l'espressione 'self.img_desc = ImageRepeaterField(lf_d, self.update_preview)'"
template_builder.py,481,"Valuta l'espressione 'self.img_desc.pack(fill='x', padx=6)'"
template_builder.py,482,Itera con il ciclo 'for'
template_builder.py,483,Chiama il metodo 'add_row' su 'self.img_desc' con placeholder 'SRC' e 'ALT'
template_builder.py,485,Assegna valore alla variabile 'lf_r'
template_builder.py,486,Chiama il metodo 'pack' su 'lf_r'
template_builder.py,487,"Valuta l'espressione 'self.img_rec = ImageRepeaterField(lf_r, self.update_preview)'"
template_builder.py,488,"Valuta l'espressione 'self.img_rec.pack(fill='x', padx=6)'"
template_builder.py,489,Itera con il ciclo 'for'
template_builder.py,490,Chiama il metodo 'add_row' su 'self.img_rec' con placeholder 'SRC' e 'ALT'
template_builder.py,493,Assegna valore alla variabile 'lf_s'
template_builder.py,494,Chiama il metodo 'pack' su 'lf_s'
template_builder.py,496,"Valuta l'espressione 'self.img_step = ImageRepeaterField(lf_s, self.update_preview)'"
template_builder.py,497,"Valuta l'espressione 'self.img_step.pack(fill='x', padx=6)'"
template_builder.py,500,Itera con il ciclo 'for'
template_builder.py,501,Chiama il metodo 'add_row' su 'self.img_step' con placeholder dinamico 'STEP{n}_IMG_SRC'
template_builder.py,502,Assegna valore alla variabile 'alt'
template_builder.py,505,Assegna valore alla variabile 'ctrl'
template_builder.py,506,Chiama il metodo 'pack' su 'ctrl'
template_builder.py,507,Chiama il metodo 'Label' su 'ttk'
template_builder.py,508,Chiama la funzione 'styled_spinbox'
template_builder.py,509,Assegna valore alla variabile 'textvariable'
template_builder.py,510,Assegna valore alla variabile 'command'
template_builder.py,511,Assegna valore alla variabile 'width'
template_builder.py,512,Chiama il metodo 'Label' su 'ttk'
template_builder.py,513,Chiama la funzione 'styled_spinbox'
template_builder.py,514,Assegna valore alla variabile 'textvariable'
template_builder.py,515,Assegna valore alla variabile 'command'
template_builder.py,516,Assegna valore alla variabile 'width'
template_builder.py,519,Assegna valore alla variabile 'prev'
template_builder.py,520,Verifica il flag 'PreviewEngine'
template_builder.py,521,Valuta l'espressione 'self.preview_engine = PreviewEngine(prev)'
template_builder.py,522,Assegna valore alla variabile 'frame'
template_builder.py,523,Chiama il metodo 'pack' su 'frame'
template_builder.py,524,Gestisce il ramo 'else'
template_builder.py,526,Assegna valore alla variabile 'txt'
template_builder.py,527,Chiama il metodo 'insert' su 'txt'
template_builder.py,528,Chiama il metodo 'pack' su 'txt'
template_builder.py,531,Valuta l'espressione 'audit_lines: List[str] = []'
template_builder.py,532,Itera con il ciclo 'for'
template_builder.py,533,Assegna valore alla variabile 'grp'
template_builder.py,534,Assegna valore alla variabile 'handled'
template_builder.py,535,Valuta l'espressione 'ph in self.fields'
template_builder.py,536,Valuta l'espressione 'or grp in desc_groups'
template_builder.py,537,Valuta l'espressione 'or grp in rec_groups'
template_builder.py,538,Chiama la funzione 'or'
template_builder.py,539,Valuta l'espressione ')'
template_builder.py,540,Assegna valore alla variabile 'symbol'
template_builder.py,541,Chiama il metodo 'append' su 'audit_lines'
template_builder.py,542,Chiama la funzione 'show_info'
template_builder.py,543,"Valuta l'espressione ''Verifica segnaposti','"
template_builder.py,544,Genera la stringa di audit dei placeholder per il template '{self.template_var.get()}'
template_builder.py,545,Aggiorna il widget di output con la stringa di audit 'audit_lines'
template_builder.py,546,Valuta l'espressione ')'
template_builder.py,549,Valuta l'espressione 'self.detail_frame.pack_forget()'
template_builder.py,550,Chiama il metodo 'update_preview' su 'self'
template_builder.py,553,Definisce la funzione '_add_tab'
template_builder.py,554,Assegna valore alla variabile 'f'
template_builder.py,555,"Valuta l'espressione 'self.nb.add(f, text=title)'"
template_builder.py,556,Restituisce il valore di 'f'
template_builder.py,558,Definisce la funzione '_collect'
template_builder.py,559,"Valuta l'espressione 'data: Dict[str, Union[str,List]] = {}'"
template_builder.py,560,Itera con il ciclo 'for'
template_builder.py,561,Valuta l'espressione 'data[k] = w.render_html()'
template_builder.py,562,Assegna valore alla variabile 'desc'
template_builder.py,563,Assegna valore alla variabile 'rec'
template_builder.py,564,Valuta l'espressione 'data['IMAGES_DESC']      = desc'
template_builder.py,565,Valuta l'espressione 'data['IMAGES_REC']       = rec'
template_builder.py,566,Assegna valore alla variabile 'step'
template_builder.py,567,Valuta l'espressione 'data['IMAGES_STEP']      = step'
template_builder.py,568,Valuta l'espressione 'data['COLS_DESC']        = self.cols_desc.get()'
template_builder.py,569,Valuta l'espressione 'data['COLS_REC']         = self.cols_rec.get()'
template_builder.py,570,"Valuta l'espressione 'data['IMAGES_DESC_HTML'] = images_to_html(desc, self.cols_desc.get())'"
template_builder.py,571,"Valuta l'espressione 'data['IMAGES_REC_HTML']  = images_to_html(rec,  self.cols_rec.get())'"
template_builder.py,572,Restituisce il valore di 'data'
template_builder.py,574,Definisce la funzione 'update_preview'
template_builder.py,575,Assegna valore alla variabile 'ctx'
template_builder.py,576,Assegna valore alla variabile 'raw'
template_builder.py,577,Assegna valore alla variabile 'low'
template_builder.py,578,Assegna valore alla variabile 'html'
template_builder.py,579,Verifica il flag 'low'
template_builder.py,580,Genera il markup di fallback '<!DOCTYPE html>' quando il template è vuoto
template_builder.py,581,Valuta l'espressione '+ raw + '</body></html>')'
template_builder.py,583,Avvia il blocco 'try'
template_builder.py,584,"Valuta l'espressione 'self.html_text.text.delete('1.0', 'end')'"
template_builder.py,585,"Valuta l'espressione 'self.html_text.text.insert('1.0', html)'"
template_builder.py,586,Gestisce l'eccezione 'AttributeError'
template_builder.py,587,Valuta l'espressione 'pass'
template_builder.py,589,Assegna valore alla variabile 'missing'
template_builder.py,590,Assegna valore alla variabile 'empty'
template_builder.py,591,Verifica il flag 'missing'
template_builder.py,592,Valuta l'espressione 'parts: List[str] = []'
template_builder.py,593,Verifica il flag 'missing'
template_builder.py,594,Chiama il metodo 'append' su 'parts'
template_builder.py,595,Verifica il flag 'empty'
template_builder.py,596,Chiama il metodo 'append' su 'parts'
template_builder.py,597,Valuta l'espressione 'self.status.config(text='')'
template_builder.py,598,Valuta l'espressione 'self.detail_label.config(text='\n'.join(parts))'
template_builder.py,599,Verifica il flag 'not'
template_builder.py,600,"Valuta l'espressione 'self.detail_frame.pack(fill='x'); self.detail_label.pack(fill='x', padx=8, pady=2)'"
template_builder.py,601,Gestisce il ramo 'else'
template_builder.py,602,"Valuta l'espressione 'self.status.config(text='Tutti i segnaposti popolati ✓', foreground='#5cb85c')'"
template_builder.py,603,Valuta l'espressione 'self.detail_frame.pack_forget()'
template_builder.py,605,Verifica il flag 'self'
template_builder.py,606,Valuta l'espressione 'self.preview_engine.render(html)'
template_builder.py,608,Definisce la funzione '_quick_save'
template_builder.py,609,Assegna valore alla variabile 'ctx'
template_builder.py,610,Assegna valore alla variabile 'raw'
template_builder.py,611,Assegna valore alla variabile 'missing'
template_builder.py,612,Assegna valore alla variabile 'empty'
template_builder.py,613,Verifica il flag 'missing'
template_builder.py,614,Valuta l'espressione 'msgs: List[str] = []'
template_builder.py,615,Verifica il flag 'missing'
template_builder.py,616,Verifica il flag 'empty'
template_builder.py,617,Chiama la funzione 'show_warning'
template_builder.py,618,Valuta l'espressione 'return'
template_builder.py,619,Assegna valore alla variabile 'base'
template_builder.py,620,Assegna valore alla variabile 'ts'
template_builder.py,621,Assegna valore alla variabile 'html_path'
template_builder.py,622,Assegna valore alla variabile 'json_path'
template_builder.py,623,Chiama il metodo 'write_text' su 'html_path'
template_builder.py,624,Chiama il metodo 'write_text' su 'json_path'
template_builder.py,625,Chiama la funzione 'show_info'
template_builder.py,627,Verifica il flag '__name__'
template_builder.py,628,Chiama la funzione 'BuilderApp'
test_placeholders.py,2,Importa il modulo 'unittest'
test_placeholders.py,3,Importa il modulo 'tkinter'
test_placeholders.py,4,Importa il simbolo 'PlaceholderEntry' da 'ui_utils'
test_placeholders.py,6,Definisce la classe 'TestPlaceholders'
test_placeholders.py,7,Definisce la funzione 'setUp'
test_placeholders.py,8,Valuta l'espressione 'self.root = tk.Tk()'
test_placeholders.py,9,Valuta l'espressione 'self.root.withdraw()'
test_placeholders.py,11,Definisce la funzione 'tearDown'
test_placeholders.py,12,Valuta l'espressione 'self.root.destroy()'
test_placeholders.py,14,Definisce la funzione 'test_entry_placeholder_initial'
test_placeholders.py,15,Assegna valore alla variabile 'ph'
test_placeholders.py,16,Assegna valore alla variabile 'e'
test_placeholders.py,17,Chiama il metodo 'pack' su 'e'
test_placeholders.py,18,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,19,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,20,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,22,Definisce la funzione 'test_entry_focus_in_out'
test_placeholders.py,23,Assegna valore alla variabile 'ph'
test_placeholders.py,24,Assegna valore alla variabile 'e'
test_placeholders.py,25,Chiama il metodo 'pack' su 'e'
test_placeholders.py,26,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,27,Chiama il metodo 'event_generate' su 'e'
test_placeholders.py,28,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,29,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,30,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,31,Chiama il metodo 'event_generate' su 'e'
test_placeholders.py,32,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,33,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,34,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,36,Definisce la funzione 'test_spinbox_placeholder_initial'
test_placeholders.py,37,Assegna valore alla variabile 'ph'
test_placeholders.py,38,Assegna valore alla variabile 'sb'
test_placeholders.py,39,Chiama il metodo 'pack' su 'sb'
test_placeholders.py,40,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,41,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,42,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,44,Definisce la funzione 'test_spinbox_focus_in_out'
test_placeholders.py,45,Assegna valore alla variabile 'ph'
test_placeholders.py,46,Assegna valore alla variabile 'sb'
test_placeholders.py,47,Chiama il metodo 'pack' su 'sb'
test_placeholders.py,48,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,49,Chiama il metodo 'event_generate' su 'sb'
test_placeholders.py,50,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,51,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,52,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,53,Chiama il metodo 'event_generate' su 'sb'
test_placeholders.py,54,Valuta l'espressione 'self.root.update_idletasks()'
test_placeholders.py,55,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,56,Chiama il metodo 'assertEqual' su 'self'
test_placeholders.py,58,Verifica il flag '__name__'
test_placeholders.py,59,Chiama il metodo 'main' su 'unittest'
ui_utils.py,3,Importa il modulo 'tkinter'
ui_utils.py,4,Importa il simbolo 'ttk' da 'tkinter'
ui_utils.py,5,Importa il simbolo 'messagebox' da 'tkinter'
ui_utils.py,6,Importa il simbolo 'Callable' da 'typing'
ui_utils.py,9,Avvia il blocco 'try'
ui_utils.py,10,Importa il simbolo 'Style' da 'ttkbootstrap'
ui_utils.py,11,Gestisce l'eccezione 'ImportError'
ui_utils.py,12,Assegna valore alla variabile 'Style'
ui_utils.py,15,Avvia il blocco 'try'
ui_utils.py,16,Importa il simbolo 'Messagebox' da 'ttkbootstrap.dialogs.dialogs'
ui_utils.py,17,Assegna valore alla variabile '_HAS_TB_DIALOG'
ui_utils.py,18,Gestisce il blocco 'except'
ui_utils.py,19,Assegna valore alla variabile '_HAS_TB_DIALOG'
ui_utils.py,22,Definisce la funzione 'styled_option_menu'
ui_utils.py,23,Assegna valore alla variabile 'style'
ui_utils.py,24,Verifica il flag 'Style'
ui_utils.py,25,Chiama la funzione 'Style'
ui_utils.py,26,Assegna valore alla variabile 'om'
ui_utils.py,27,Restituisce il valore di 'om'
ui_utils.py,30,Definisce la funzione 'styled_spinbox'
ui_utils.py,31,Assegna valore alla variabile 'sb'
ui_utils.py,32,"Valuta l'espressione 'master,'"
ui_utils.py,33,Assegna valore alla variabile 'from_'
ui_utils.py,34,Assegna valore alla variabile 'to'
ui_utils.py,35,Assegna valore alla variabile 'textvariable'
ui_utils.py,36,Assegna valore alla variabile 'command'
ui_utils.py,37,Valuta l'espressione '**kwargs'
ui_utils.py,38,Valuta l'espressione ')'
ui_utils.py,39,Avvia il blocco 'try'
ui_utils.py,40,Chiama il metodo 'config' su 'sb'
ui_utils.py,41,Gestisce il blocco 'except'
ui_utils.py,42,Valuta l'espressione 'pass'
ui_utils.py,43,Restituisce il valore di 'sb'
ui_utils.py,46,Definisce la funzione 'show_info'
ui_utils.py,47,Verifica il flag '_HAS_TB_DIALOG'
ui_utils.py,48,Chiama il metodo 'show_info' su '_TBMessagebox'
ui_utils.py,49,Gestisce il ramo 'else'
ui_utils.py,50,Chiama il metodo 'showinfo' su '_tk_messagebox'
ui_utils.py,53,Definisce la funzione 'show_warning'
ui_utils.py,54,Verifica il flag '_HAS_TB_DIALOG'
ui_utils.py,55,Chiama il metodo 'show_warning' su '_TBMessagebox'
ui_utils.py,56,Gestisce il ramo 'else'
ui_utils.py,57,Chiama il metodo 'showwarning' su '_tk_messagebox'
ui_utils.py,60,Definisce la funzione 'show_error'
ui_utils.py,61,Verifica il flag '_HAS_TB_DIALOG'
ui_utils.py,62,Chiama il metodo 'show_error' su '_TBMessagebox'
ui_utils.py,63,Gestisce il ramo 'else'
ui_utils.py,64,Chiama il metodo 'showerror' su '_tk_messagebox'
ui_utils.py,67,Definisce la classe 'StyledText'
ui_utils.py,68,Definisce la funzione '__init__'
ui_utils.py,69,Chiama la funzione 'super'
ui_utils.py,70,"Valuta l'espressione 'self.text = tk.Text(self, **kwargs)'"
ui_utils.py,71,"Valuta l'espressione 'self.vsb = ttk.Scrollbar(self, orient='vertical', command=self.text.yview)'"
ui_utils.py,72,Valuta l'espressione 'self.text.configure(yscrollcommand=self.vsb.set)'
ui_utils.py,73,"Valuta l'espressione 'self.vsb.pack(side='right', fill='y')'"
ui_utils.py,74,"Valuta l'espressione 'self.text.pack(side='left', fill='both', expand=True)'"
ui_utils.py,76,Definisce la funzione 'get'
ui_utils.py,77,Valuta l'espressione 'return self.text.get(*args)'
ui_utils.py,79,Definisce la funzione 'insert'
ui_utils.py,80,Valuta l'espressione 'return self.text.insert(*args)'
ui_utils.py,82,Definisce la funzione 'bind'
ui_utils.py,83,"Valuta l'espressione 'return self.text.bind(*args, **kwargs)'"
ui_utils.py,85,Definisce la funzione 'config'
ui_utils.py,86,Valuta l'espressione 'return self.text.config(**kwargs)'
ui_utils.py,88,Definisce la funzione 'delete'
ui_utils.py,89,Valuta l'espressione 'return self.text.delete(*args)'
ui_utils.py,92,Definisce la classe 'PlaceholderEntry'
ui_utils.py,93,Definisce la funzione '__init__'
ui_utils.py,94,Chiama la funzione 'super'
ui_utils.py,95,Valuta l'espressione 'self.placeholder = placeholder'
ui_utils.py,96,Valuta l'espressione 'self.default_fg = self.cget('foreground')'
ui_utils.py,97,Chiama il metodo 'bind' su 'self'
ui_utils.py,98,Chiama il metodo 'bind' su 'self'
ui_utils.py,99,Chiama il metodo '_add_placeholder' su 'self'
ui_utils.py,101,Definisce la funzione '_clear_placeholder'
ui_utils.py,102,Verifica il flag 'self'
ui_utils.py,103,Chiama il metodo 'delete' su 'self'
ui_utils.py,104,Chiama il metodo 'config' su 'self'
ui_utils.py,106,Definisce la funzione '_add_placeholder'
ui_utils.py,107,Verifica il flag 'not'
ui_utils.py,108,Chiama il metodo 'insert' su 'self'
ui_utils.py,109,Chiama il metodo 'config' su 'self'
ui_utils.py,110,Gestisce il ramo 'else'
ui_utils.py,111,Chiama il metodo 'config' su 'self'
ui_utils.py,115,Definisce la funzione 'smart_paste'
ui_utils.py,116,Verifica il flag 'not'
ui_utils.py,117,Valuta l'espressione 'return []'
ui_utils.py,118,Assegna valore alla variabile 'lines'
ui_utils.py,119,Verifica il flag 'len'
ui_utils.py,120,Valuta l'espressione 'return [s.strip() for s in lines[0].split(';') if s.strip()]'
ui_utils.py,121,Restituisce il valore di 'lines'
ui_utils.py,124,Definisce la classe 'PlaceholderMultiTextField'
ui_utils.py,126,Verifica il placeholder 'che'
ui_utils.py,127,Valuta l'espressione 'mantiene smart-paste e on_change binding.'
ui_utils.py,129,Definisce la funzione '__init__'
ui_utils.py,130,"Valuta l'espressione 'on_change: Callable[[], None], **kwargs):'"
ui_utils.py,131,Chiama la funzione 'super'
ui_utils.py,132,Valuta l'espressione 'self.mode = mode'
ui_utils.py,133,Valuta l'espressione 'self.on_change = on_change'
ui_utils.py,134,Valuta l'espressione 'self.placeholder = placeholder'
ui_utils.py,135,Valuta l'espressione 'self.default_fg = self.text.cget('foreground')'
ui_utils.py,138,"Valuta l'espressione 'self.text.bind('<FocusIn>', self._clear_placeholder, add='+')'"
ui_utils.py,139,"Valuta l'espressione 'self.text.bind('<FocusOut>', self._add_placeholder, add='+')'"
ui_utils.py,142,"Valuta l'espressione 'self.text.bind('<KeyRelease>', lambda e: self.on_change(), add='+')'"
ui_utils.py,143,"Valuta l'espressione 'self.text.bind('<Control-v>', self._handle_paste, add='+')'"
ui_utils.py,144,"Valuta l'espressione 'self.text.bind('<Command-v>', self._handle_paste, add='+')'"
ui_utils.py,147,Chiama il metodo '_add_placeholder' su 'self'
ui_utils.py,149,Definisce la funzione '_clear_placeholder'
ui_utils.py,150,Verifica il flag 'self'
ui_utils.py,151,"Valuta l'espressione 'self.text.delete('1.0', 'end')'"
ui_utils.py,152,Valuta l'espressione 'self.text.config(foreground=self.default_fg)'
ui_utils.py,154,Definisce la funzione '_add_placeholder'
ui_utils.py,155,Verifica il flag 'not'
ui_utils.py,156,"Valuta l'espressione 'self.text.insert('1.0', self.placeholder)'"
ui_utils.py,157,Valuta l'espressione 'self.text.config(foreground='grey')'
ui_utils.py,158,Gestisce il ramo 'else'
ui_utils.py,159,Valuta l'espressione 'self.text.config(foreground=self.default_fg)'
ui_utils.py,161,Definisce la funzione '_handle_paste'
ui_utils.py,162,Avvia il blocco 'try'
ui_utils.py,163,Assegna valore alla variabile 'clip'
ui_utils.py,164,Gestisce il blocco 'except'
ui_utils.py,165,Valuta l'espressione 'return 'break''
ui_utils.py,167,Verifica il flag 'self'
ui_utils.py,168,"Valuta l'espressione 'self.text.delete('1.0', 'end')'"
ui_utils.py,169,Assegna valore alla variabile 'lines'
ui_utils.py,170,Verifica il flag 'not'
ui_utils.py,171,Valuta l'espressione 'return 'break''
ui_utils.py,172,Itera con il ciclo 'for'
ui_utils.py,173,"Valuta l'espressione 'self.text.insert(tk.INSERT, ln)'"
ui_utils.py,174,Verifica il flag 'i'
ui_utils.py,175,"Valuta l'espressione 'self.text.insert(tk.INSERT, '\n')'"
ui_utils.py,176,Chiama il metodo 'on_change' su 'self'
ui_utils.py,177,Valuta l'espressione 'return 'break''
ui_utils.py,179,Definisce la funzione 'render_html'
ui_utils.py,181,Valuta l'espressione 'Restituisce il contenuto del widget per il rendering.'
ui_utils.py,183,"Valuta l'espressione 'return self.text.get('1.0', 'end').rstrip()'"
validators.py,1,Importa il modulo 'requests'
validators.py,2,Importa il simbolo 'BytesIO' da 'io'
validators.py,3,Importa il simbolo 'Image' da 'PIL'
validators.py,6,Assegna valore alla variabile 'REQUEST_TIMEOUT'
validators.py,8,Definisce la classe 'ImageValidationError'
validators.py,10,Valuta l'espressione 'pass'
validators.py,12,Definisce la funzione 'validate_image_url'
validators.py,14,Valuta l'espressione 'Controlla che l'URL punti a un'immagine valida.'
validators.py,15,Valuta l'espressione '- Scarica interamente i dati con timeout.'
validators.py,16,Valuta l'espressione '- Tenta di aprirli come immagine PIL.'
validators.py,18,Avvia il blocco 'try'
validators.py,19,Assegna valore alla variabile 'resp'
validators.py,20,Chiama il metodo 'raise_for_status' su 'resp'
validators.py,21,Assegna valore alla variabile 'data'
validators.py,23,Chiama il metodo 'open' su 'Image'
validators.py,24,Gestisce il blocco 'except'
validators.py,25,Genera l'eccezione 'ImageValidationError' per errore di download
validators.py,26,Gestisce il blocco 'except'
validators.py,27,Genera l'eccezione 'ImageValidationError' perché il contenuto non è un'immagine
validators.py,29,Restituisce il valore di 'True'
